CRICOS Provider Code,Institution Name,Location Name,Location Type,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Postcode
03941H,PAKENHAM INSTITUTE PTY LTD,Pakenham Campus - Unit 2 66-68 Main St PAKENHAM VIC 3810,Location owned and operated by provider,Unit 2 66-68 Main Street,,,,PAKENHAM,VIC,3810
03941H,PAKENHAM INSTITUTE PTY LTD,St Kilda Campus - Unit 3 201 Fitzroy St ST KILDA VIC 3182,Location owned and operated by provider,Unit 3 201 Fitzroy St,,,,ST KILDA,VIC,3182
03942G,Triple Five Group Pty. Ltd.,34 Old Cleveland Rd STONES CORNER QLD 4120,Location owned and operated by provider,34 Old Cleveland Rd,,,,STONES CORNER,QLD,4120
03943F,Australian Chiropractic College Limited,"Level 2, 101 Grenfell Street, Adelaide SA 5000",Location owned and operated by provider,Level 2,101 Grenfell Street,,,Adelaide,SA,5000
03943F,Australian Chiropractic College Limited,Melbourne campus,Location owned and operated by provider,"Level 7, 350 Queen Street",,,,Melbourne,VIC,3000
03944E,INTERNATIONAL INSTITUTE OF SYDNEY PTY LTD,Cairns Campus -58-70 Lake St CAIRNS CITY QLD 4870,Location owned and operated by provider,58-70 Lake St,,,,Cairns City,QLD,4870
03944E,INTERNATIONAL INSTITUTE OF SYDNEY PTY LTD,"City Campus - Level 1, 175 Liverpool St Sydney NSW 2000",Location owned and operated by provider,"Level 1, 175 Liverpool St",,,,Sydney,NSW,2000
03944E,INTERNATIONAL INSTITUTE OF SYDNEY PTY LTD,"Level 3, 20-22 Macquarie Street, PARRAMATTA NSW 2150",Location owned and operated by provider,"Level 3, 20-22 Macquarie Street",,,,PARRAMATTA,NSW,2150
03944E,INTERNATIONAL INSTITUTE OF SYDNEY PTY LTD,Wollongong Campus,Location owned and operated by provider,Level 5 325 Crown Street,,,,Wollongong,NSW,2500
03945D,The Bright College Pty Ltd,The Bright College,Location owned and operated by provider,"Level 2, 440 William Street",,,,Perth,WA,6000
03946C,Penfold College Pty Ltd,Level 3 123 Lonsdale Street MELBOURNE VIC 3000,Location owned and operated by provider,Level 3 123 Lonsdale Street,,,,MELBOURNE,VIC,3000
03947B,SET QLD Pty Ltd as trustee for SET QLD UNIT TRUST,Melbourne Campus,Location owned and operated by provider,Level 1,318 King St,,,MELBOURNE,VIC,3000
03948A,JMD Business Institute Pty Ltd,Melbourne,Location owned and operated by provider,Level 4 20 Queen St,,,,MELBOURNE,VIC,3000
03948A,JMD Business Institute Pty Ltd,Pakenham - 29 James St PAKENHAM VIC 3810 Australia,Location owned and operated by provider,29 James Street,,,,PAKENHAM,VIC,3810
03949M,Riverdale Institute Pty Ltd,Gladstone St South Melbourne,Location owned and operated by provider,176 Gladstone St,,,,South Melbourne,VIC,3205
03949M,Riverdale Institute Pty Ltd,Miller St,Location owned and operated by provider,120 Miller St,,,,WEST MELBOURNE,VIC,3003
03949M,Riverdale Institute Pty Ltd,Unit 19 2-14 Station Pl,Location owned and operated by provider,Unit 19 2-14 Station Pl,,,,Werribee,VIC,3030
03950G,Australian Business Skills College Pty Ltd,Burwood Campus,Location owned and operated by provider,14 Railway Pde,,,,BURWOOD,NSW,2134
03950G,Australian Business Skills College Pty Ltd,King Street,Location owned and operated by provider,263 King St,,,,MASCOT,NSW,2020
03951F,Sunbeam International College Pty Ltd,Adelaide Campus,Location owned and operated by provider,62 Gawler Pl,,,,ADELAIDE,SA,5000
03951F,Sunbeam International College Pty Ltd,Burwood Campus,Location owned and operated by provider,14 Railway Pde,,,,BURWOOD,NSW,2134
03951F,Sunbeam International College Pty Ltd,Young St. Campus,Location owned and operated by provider,19 Young Street,,,,ADELAIDE,SA,5000
03952E,EQUINIM COLLEGE PTY LTD,EQUINIM COLLEGE BRISBANE,Location owned and operated by provider,266 Brunswick Street,,,,Fortitude Valley,QLD,4006
03952E,EQUINIM COLLEGE PTY LTD,EQUINIM COLLEGE NORTH SYDNEY,Location owned and operated by provider,Level 2,15 Blue Street,,,North Sydney,NSW,2060
03952E,EQUINIM COLLEGE PTY LTD,EQUINIM COLLEGE NORTHBRIDGE PERTH,Location owned and operated by provider,102 James Street,,,,Northbridge,WA,6003
03952E,EQUINIM COLLEGE PTY LTD,"St Josephs College, 33 Barina Downs Road NORWEST NSW 2153",Location owned and operated by provider,1584-1600 Canterbury Road,,,,PUNCHBOWL,NSW,2196
03953D,Nithi College Pty Ltd,ILLOURA College - 113 Wharf St CANNINGTON WA 6107,Location owned and operated by provider,113 Wharf St,,,,CANNINGTON,WA,6107
03954C,Australian Health and Horticulture Institute Pty Ltd,31/70-74 Phillip St PARRAMATTA NSW 2150,Location owned and operated by provider,70-74 Phillip Street,,,,PARRAMATTA,NSW,2150
03954C,Australian Health and Horticulture Institute Pty Ltd,AHHI PARRAMATTA,Location owned and operated by provider,87 Fennell St,,,,NORTH PARRAMATTA,NSW,2151
03954C,Australian Health and Horticulture Institute Pty Ltd,SCA -MULGRAVE,Location owned and operated by provider,168 Mulgrave Rd,,,,MULGRAVE,NSW,2765
03955B,Wisdom International College Pty Ltd,Adelaide Tce,Location owned and operated by provider,Level 3 251 Adelaide Tce,,,,Perth,WA,6000
03955B,Wisdom International College Pty Ltd,Wisdom Sydney - Level 1 133-135 Oxford St BONDI JUNCTION NSW 2022,Location owned and operated by provider,Level 1 133-135 Oxford Street,,,,BONDI JUNCTION,NSW,2022
03956A,Pioneer College Pty Ltd,Level 1 150-152 Adelaide Tce,Location owned and operated by provider,Level 1 150-152 Adelaide Tce,,,,East Perth,WA,6004
03956A,Pioneer College Pty Ltd,Pioneer Cannington Kitchen,Location owned and operated by provider,Unit 11 92 Mallard Way,,,,CANNINGTON,WA,6107
03957M,Starford College Pty Ltd,"Suite 1, level 7, 280-282 Pitt St Sydney NSW 2000",Location owned and operated by provider,"Suit 1, level 7, 280-282 Pitt St",,,,Sydney,NSW,2000
03958K,Aim Institute Pty Ltd,"Shop 9, 283-285 Windsor St Richmond",Location owned and operated by provider,"Shop 9, 283-285 Windsor St",,,,Richmond,NSW,2753
03959J,GIPPSLAND TRADE INSTITUTE PTY LTD,North Melbourne Campus,Location owned and operated by provider,34 Steel St,,,,NORTH MELBOURNE,VIC,3051
03959J,GIPPSLAND TRADE INSTITUTE PTY LTD,Suite 2 Level 15 190 Queen St MELBOURNE VIC 3000,Location owned and operated by provider,Suite 2 Level 15 190 Queen St,,,,MELBOURNE,VIC,3000
03960E,AA Training Pty Ltd,9 Bay St SOUTHPORT QLD,Location owned and operated by provider,9 Bay St,,,,SOUTHPORT,QLD,4215
03960E,AA Training Pty Ltd,Sydney Campus - Level 6 16-18 Wentworth St,Location owned and operated by provider,Level 6 16-18 Wentworth St,,,,PARRAMATTA,NSW,2150
03961D,J&L Consultancy Pty Ltd,Burwood Campus,Location owned and operated by provider,Suite 508,11-15 Deane St,,,BURWOOD,NSW,2134
03961D,J&L Consultancy Pty Ltd,Murry St Hobart,Location owned and operated by provider,73-81 Murray St,,,,Hobart,TAS,7000
03962C,Prospect Education Group Pty Ltd,Level 8 118 Queens St,Location owned and operated by provider,Level 8 500 Collins St,,,,Melbourne,VIC,3000
03962C,Prospect Education Group Pty Ltd,"SWANSTON INSTITUTE - 364 Lonsdale St, Melbourne VIC 3000",Location owned and operated by provider,364 Lonsdale St,,,,Melbourne,VIC,3000
03962C,Prospect Education Group Pty Ltd,Swanston Institute Kitchen - 318 King St Melbourne VIC 3000,Location owned and operated by provider,318 King St,,,,Melbourne,VIC,3000
03963B,Workforce Education Institute Pty. Ltd.,Spencer Street Campus,Location owned and operated by provider,372 Spencer St,,,,WEST MELBOURNE,VIC,3003
03964A,ADVANCE INSTITUTE AUSTRALIA PTY LTD,ADELAIDE CAMPUS - 118 King William St ADELAIDE SA 5000,Location owned and operated by provider,118 King William St,,,,ADELAIDE,SA,5000
03964A,ADVANCE INSTITUTE AUSTRALIA PTY LTD,Level 4 20 Queen St MELBOURNE VIC 3000,Location owned and operated by provider,Level 4 20 Queen St,,,,MELBOURNE,VIC,3000
03964A,ADVANCE INSTITUTE AUSTRALIA PTY LTD,Sydney Campus - 410 Elizabeth St SURRY HILLS NSW 2010,Location owned and operated by provider,410 Elizabeth St,,,,SURRY HILLS,NSW,2010
03965M,Malwa College of Australia Pty Ltd,Surry Hills Campus - 10 Wentworth Ave Surry Hills NSW 2010,Location owned and operated by provider,10 Wentworth Ave,,,,Surry Hills,NSW,2010
03966K,NOVUS EDUCATION PTY LTD,Gosford Campus - Mann Street,Location owned and operated by provider,Unit 5 153 Mann Street,,,,Gosford,NSW,2250
03966K,NOVUS EDUCATION PTY LTD,Perth Campus - Unit 53 188 Newcastle St PERTH WA 6000,Location owned and operated by provider,Unit 53,188 Newcastle St,,,Perth,WA,6000
03966K,NOVUS EDUCATION PTY LTD,Unit 310 22-36 Mountain Street ULTIMO NSW 2007,Location owned and operated by provider,Unit 310 22-36 Mountain Street,,,,ULTIMO,NSW,2007
03967J,Apex Institute of Higher Education Pty Ltd,"Apex Higher Education, Office 5, 2 Sorrell Street",Location owned and operated by provider,Apex Higher Education,Office 5,2 Sorrell Street,,Parramatta,NSW,2150
03967J,Apex Institute of Higher Education Pty Ltd,"Level 3, 22 Goulburn St, Sydney NSW 2000",Location owned and operated by provider,"Level 3, 22 Goulburn St",,,,Sydney,NSW,2000
03967J,Apex Institute of Higher Education Pty Ltd,"Level 7, 123 Lonsdale St, Melbourne VIC 3000",Location owned and operated by provider,"Level 7, 123 Lonsdale St",,,,Melbourne,VIC,3000
03969G,Polytechnic Victoria Pty Ltd,Brunswick Campus - 103-105 Evans St Brunswick VIC 3056,Location owned and operated by provider,103-105 Evans St,,,,Brunswick,VIC,3056
03969G,Polytechnic Victoria Pty Ltd,Collingwood Campus,Location owned and operated by provider,147 Islington Street,,,,COLLINGWOOD,VIC,3066
03970C,ADELAIDE EDUCATION AND TRAINING PTY LTD,Pirie Street Campus,Location owned and operated by provider,Suite 2 Level 5,97 Pirie St,,,ADELAIDE,SA,5000
03970C,ADELAIDE EDUCATION AND TRAINING PTY LTD,"Sydney Campus - Thomas St - Suite 2, level 4. 187 Thomas St Haymarket NSW 2000",Location owned and operated by provider,"Suite 2, Level 4, 187 Thomas St",,,,Haymarket,NSW,2000
03971B,Australian Guess International College Pty Ltd,"616-620 Harris Street, Ultimo",Location owned and operated by provider,Level 1 616-620 Harris Street,,,,Ultimo,NSW,2007
03971B,Australian Guess International College Pty Ltd,Harris Street Ultimo,Location owned and operated by provider,Level 6 579 Harris St,,,,Ultimo,NSW,2007
03972A,Australian Prime Education and Training Pty Ltd,Level 1 56-58 York Street,Location owned and operated by provider,Level 1 56-58 York Street,,,,Sydney,NSW,2000
03973M,Hospitality Institute of NSW Pty Ltd,"17-19 Lexington Dr, Bella Vista, NSW, 2153",Location owned and operated by provider,17-19 Lexington Dr,,,,Bella Vista,NSW,2153
03974K,Epoch International Group Pty Ltd,"Melbourne Campus - Level 7, 131 Queen St Melbourne VIC 3000",Location owned and operated by provider,"Level 7, 131 Queen St",,,,Melbourne,VIC,3000
03975J,Alpha Beta College Australia PTY LTD,40 Grey St CLARENCE TOWN NSW 2321,Location owned and operated by provider,40 Grey Street,,,,Clarence Town,NSW,2321
03975J,Alpha Beta College Australia PTY LTD,580 Hunter St - Newcastle Campus,Location owned and operated by provider,580 Hunter St,,,,NEWCASTLE WEST,NSW,2302
03976H,Easy Buy Products Pty Ltd,"Unit 211 111 Overton Road, WILLIAMS LANDING VIC 3027",Location owned and operated by provider,Unit 211 111 Overton Road,,,,WILLIAMS LANDING,VIC,3027
03977G,Chase Aus Pty Ltd,54-58 Brookes St BOWEN HILLS QLD,Location owned and operated by provider,54-58 Brookes St,,,,BOWEN HILLS,QLD,4006
03978F,Bush Tukka Pty Ltd,"78 Currie St, Adelaide SA 5000",Location owned and operated by provider,78 Currie St,,,,Adelaide,SA,5000
03978F,Bush Tukka Pty Ltd,"Level 10 WEST, 50 Grenfell St, Adelaide SA 5000",Location owned and operated by provider,"Level 10 WEST, 50 Grenfell St",,,,Adelaide,SA,5000
03979E,Datum College Pty Ltd,11-17 Jeffcott Street WEST MELBOURNE VIC 3003,Location owned and operated by provider,11-17 Jeffcott Street,,,,WEST MELBOURNE,VIC,3003
03979E,Datum College Pty Ltd,Footscray Campus,Location owned and operated by provider,138 Nicholson St,,,,FOOTSCRAY,VIC,3011
03980A,FEDERATION ACADEMY AUSTRALIA PTY LTD,Cairns Campus - 58-70 Lake St CAIRNS CITY QLD 4870,Location owned and operated by provider,58-70 Lake St,,,,CAIRNS CITY,QLD,4870
03980A,FEDERATION ACADEMY AUSTRALIA PTY LTD,Cairns Campus - Parramatta Park,Location owned and operated by provider,Shop 3 201-205 Bunda St,,,,PARRAMATTA PARK,QLD,4870
03980A,FEDERATION ACADEMY AUSTRALIA PTY LTD,"Level 2 160 Edward Street, Brisbane QLD 4000",Location owned and operated by provider,Level 3 160 Edward Street,,,,Brisbane,QLD,4000
03981M,ALIT EDUCATION GROUP PTY. LTD.,500 Spencer Street WEST MELBOURNE VIC 3003,Location owned and operated by provider,500 Spencer St,,,,WEST MELBOURNE,VIC,3003
03981M,ALIT EDUCATION GROUP PTY. LTD.,"Unit 16D Level 1 77-79 Ashley Street, BRAYBROOK VIC",Location owned and operated by provider,Unit 16D Level 1 77-79 Ashley Street,,,,BAYBROOK,VIC,3019
03982K,WINSLOW PROFESSIONAL EDUCATION PTY LTD,Elizabeth Street,Location owned and operated by provider,"Level 7, 440 Elizabeth Street",,,,Melbourne,VIC,3000
03982K,WINSLOW PROFESSIONAL EDUCATION PTY LTD,Kitchen Location - 172 Victoria St RICHMOND VIC 3121 Australia,Location owned and operated by provider,172 Victoria St,,,,RICHMOND,VIC,3121
03982K,WINSLOW PROFESSIONAL EDUCATION PTY LTD,Winslow College - Level 9 620 Bourke St MELBOURNE VIC 3000 Australia,Location owned and operated by provider,"Suite 900, Level 9",620 Bourke St,,,MELBOURNE,VIC,3000
03982K,WINSLOW PROFESSIONAL EDUCATION PTY LTD,WINSLOW PROFESSIONAL EDUCATION PTY LTD - Level 9 620 Bourke St MELBOURNE VIC 3000 Australia,Location owned and operated by provider,Level 9,620 Bourke St,,,MELBOURNE,VIC,3000
03983J,AUSTRALIAN INSTITUTE OF DIGITAL TECHNOLOGY PTY LTD,CBD Campus,Location owned and operated by provider,"Shop 4 & 5, 108 Bourke St",,,,Melbourne,VIC,3000
03984H,Palmir Educreation Pty Ltd,"15 Quinlan Road, Epping Vic 3076",Location owned and operated by provider,15 Quinlan Road,,,,EPPING,VIC,3076
03984H,Palmir Educreation Pty Ltd,"Office 9 Level 1 100 Overton Rd, Williams Landing VIC",Location owned and operated by provider,Office 9 Level 1 100 Overton Rd,,,,Williams Landing,VIC,3027
03984H,Palmir Educreation Pty Ltd,SIT main,Location owned and operated by provider,19 Radnor Dr,,,,DEER PARK,VIC,3023
03985G,Australian International College of Skills & Education Pty Ltd,"33 Barina Downs Rd, NORWEST NSW",Location owned and operated by provider,33 Barina Downs Rd,,,,Norwest,NSW,2153
03985G,Australian International College of Skills & Education Pty Ltd,AICSE - Elizabeth St,Location owned and operated by provider,140 Elizabeth St,,,,SYDNEY,NSW,2000
03985G,Australian International College of Skills & Education Pty Ltd,AICSE International - Room 2 269 Bigge St LIVERPOOL NSW 2170,Location owned and operated by provider,"Room 2, 269 Bigge Street",,,,LIVERPOOL,NSW,2170
03986F,AIE Institute Limited,33 Mountain St NSW,Location owned and operated by provider,33 Mountain St,,,,Ultimo,NSW,2007
03986F,AIE Institute Limited,49 Phillip Ave ACT,Location owned and operated by provider,Canberra Technology Park,49 Phillip Avenue,,,Watson,ACT,2602
03987E,AUSTRALIAN VOCATIONAL TRAINING PTY LTD,73 Sarton Rd CLAYTON VIC 3168,Location owned and operated by provider,73 Sarton Rd,,,,CLAYTON,VIC,3168
03989C,Valley International Pty Ltd,VIC Adelaide,Location owned and operated by provider,Unit 2 Level 2 117 King William St,,,,ADELAIDE,SA,5000
03989C,Valley International Pty Ltd,VIC Brisbane Campus - Ground Floor 433 Boundary St SPRING HILL QLD 4000,Location owned and operated by provider,Ground Floor 433 Boundary St,,,,Spring Hill,QLD,4000
03989C,Valley International Pty Ltd,VIC Gold Coast,Arrangement with Non Registered Provider,13 Nerang St,,,,SOUTHPORT,QLD,4215
03990K,Workplace Health & Safety Services Pty Ltd,"Level 4, 180 Bourke St, Melbourne",Location owned and operated by provider,"Level 4, 180 Bourke St",,,,Melbourne,VIC,3000
03991J,Atlantic College Pty Ltd,"89A Scarborough St, Southport",Location owned and operated by provider,89A Scarborough St,,,,Southport,QLD,4215
03991J,Atlantic College Pty Ltd,Perth Site - 7 Fairbrother St BELMONT WA 6104,Location owned and operated by provider,7 Fairbrother St,,,,BELMONT,WA,6104
03991J,Atlantic College Pty Ltd,"Unit 1, 2 Pacific Promenade, Pakenham VIC 3810",Location owned and operated by provider,"Unit 1, 2 Pacific Promenade",,,,Pakenham,VIC,3810
03992H,Le Pont International College Pty Ltd,L2 12-14 Wentworth St PARRAMATTA NSW 2150,Arrangement with Non Registered Provider,12-14 Wentworth St,,,,PARRAMATTA,NSW,2150
03994F,Sydney Institute of Top Education Pty Ltd,Rhodes - Shop 1 15-17 Blaxland Rd RHODES NSW 2138,Location owned and operated by provider,Shop 1 15-17 Blaxland Rd,,,,Rhodes,NSW,2138
03994F,Sydney Institute of Top Education Pty Ltd,Sydney City Campus - 48 Oxford St Darlinghurst NSW 2010,Location owned and operated by provider,48 Oxford St,,,,Darlinghurst,NSW,2010
03995E,Raymond International College Pty Ltd,Raymond Campus - Ground Floor 341 Queen St MELBOURNE VIC 3000,Location owned and operated by provider,Ground Floor 341 Queen St,,,,Melbourne,VIC,3000
03996D,Australian Institute of Technology and Commerce Pty Ltd,"Level 6, 8 Quay Street",Location owned and operated by provider,"Level 6, 8 Quay Street",,,,Haymarket,NSW,2000
03997C,ANZ College Pty Ltd,16-18 Aberdeen St PERTH WA 6000,Location owned and operated by provider,16-18 Aberdeen St,,,,Perth,WA,6000
04000A,Pentagon College Pty Ltd,235 Church St PARRAMATTA,Location owned and operated by provider,235 Church St,,,,PARRAMATTA,NSW,2150
04001M,Brooklyn International College Pty Ltd,"841 George St, Haymarket NSW 2000",Location owned and operated by provider,841 George St,,,,Haymarket,NSW,2000
04001M,Brooklyn International College Pty Ltd,Level 6 245 Castlereagh St SYDNEY NSW 2000,Location owned and operated by provider,Level 6 245 Castlereagh St,,,,Sydney,NSW,2000
04001M,Brooklyn International College Pty Ltd,"Melbourne Campus - Victory Tower, Level 9, 420 Collins Street, Melbourne VIC 3000",Location owned and operated by provider,"Victory Tower, Level 9, 420 Collins Street",,,,MELBOURNE,VIC,3000
04002K,LEGEND INSTITUTE PTY LTD,Liverpool Street,Location owned and operated by provider,Level 3 127 Liverpool St,,,,Sydney,NSW,2000
